project_id,type,campaign_country,cluster,impressions,yes_answers,no_answers,gender,age_range,diff_survey_release,watching_rate_%,cluster_k_8
project_1,vc,GB,DarkFemaleLedTV,4553,4,8,MALE,35to44,-98,12.903225806451614,1
project_6,vc,GB,PRIMEOriginalSeries,2461,16,21,FEMALE,18to24,-17,29.09090909090909,5
project_3,wi,DE,Dystopian,1859,3,5,FEMALE,25to34,17,12.5,4
project_2,wi,AT,USCulture,2287,3,2,MALE,O55,13,33.333333333333336,5
project_4,vc,DE,Crime,4132,7,12,MALE,35to44,-18,21.875,5
project_12,wi,FR,PSGFans,1083,0,0,MALE,25to34,25,0.0,4
project_6,vc,GB,Control,3985,16,51,FEMALE,25to34,-17,14.678899082568808,5
project_2,wi,ES,OffensiveComedy,9021,30,21,FEMALE,25to34,14,52.631578947368425,7
project_11,wi,FR,HumoristCelebrities,4949,0,0,FEMALE,35to44,28,0.0,4
project_6,wi,FR,BrutalWitty,2663,6,7,FEMALE,35to44,84,22.222222222222218,0
project_2,vc,SE,Broad,2551,1,0,FEMALE,45to54,-14,100.0,7
project_2,wi,ES,Control,2184,1,0,FEMALE,45to54,14,100.0,7
project_2,vc,IE,Core,8210,0,0,FEMALE,18to24,-14,0.0,5
project_7,vc,FR,GuestStars,47956,40,50,FEMALE,18to24,-37,31.74603174603175,3
project_4,vc,DE,Spies,3754,11,21,MALE,35to44,-18,26.82926829268293,5
project_7,vc,FR,FrenchInfluencers,39663,5,38,FEMALE,45to54,-37,8.064516129032258,3
project_13,wi,FR,FrenchArtists,2003,0,0,MALE,35to44,4,0.0,4
project_2,vc,ES,USDocumentary,7387,0,0,MALE,25to34,-18,0.0,5
project_2,vc,IE,Mixed_Segment_E,5573,0,0,FEMALE,45to54,-14,0.0,5
project_10,wi,DE,GermanDrama,2236,4,14,MALE,35to44,119,14.285714285714285,0
project_6,wi,ES,Drama,15316,1,21,MALE,18to24,83,3.703703703703704,0
project_5,wi,FR,StrongFemaleLeads,17810,30,118,MALE,35to44,5,18.29268292682927,6
project_6,vc,GB,SpiesSecretOperations,2898,20,7,MALE,35to44,-17,37.03703703703704,7
project_1,vc,AT,Books,21576,1,6,MALE,18to24,-111,9.090909090909092,1
project_2,vc,ES,USCulture,2842,0,0,MALE,25to34,-18,0.0,5
project_1,vc,AT,DarkFemaleLedTV,24630,17,0,FEMALE,35to44,-111,27.41935483870968,1
project_5,wi,FR,ComedyDramedy,13288,11,138,MALE,25to34,5,6.3583815028901745,6
project_3,wi,IT,SciFi,2536,0,0,FEMALE,35to44,17,0.0,4
project_1,vc,ES,PopularDrama,16443,9,28,MALE,18to24,-153,20.930232558139533,1
project_14,wi,AT,GermanyComedy,10520,0,0,FEMALE,25to34,81,0.0,0
project_5,vc,FR,Teens,16976,21,149,MALE,45to54,-14,8.860759493670884,6
project_5,wi,FR,Families,5918,15,8,FEMALE,25to34,5,45.45454545454545,7
project_6,wi,ES,Action,15937,4,13,FEMALE,18to24,83,19.047619047619047,0
project_12,wi,FR,Documentary,4141,0,0,FEMALE,35to44,25,0.0,4
project_6,vc,GB,Drama,2490,8,2,MALE,35to44,-17,47.058823529411775,7
project_7,wi,FR,RealityTVHits,12311,33,74,MALE,18to24,21,25.384615384615387,6
project_1,vc,DE,WomensFavouriteTV,5742,15,29,MALE,45to54,-111,20.83333333333333,1
project_6,vc,FR,Drama,2210,4,7,MALE,45to54,-17,25.0,5
project_10,wi,DE,BiographiesTrueStories,2598,2,10,FEMALE,O55,119,13.333333333333336,0
project_6,wi,DE,SpiesSecretOperations,2343,19,8,MALE,35to44,84,45.23809523809525,0
project_3,wi,DE,DarkTV,2163,0,0,FEMALE,18to24,17,0.0,4
project_6,vc,GB,VengeanceSelfJustice,2484,9,1,FEMALE,35to44,-17,52.941176470588225,7
project_1,vc,ES,Books,8402,2,15,FEMALE,18to24,-153,8.695652173913043,1
project_2,vc,FI,Mixed_Segment_C,7163,0,6,FEMALE,18to24,-14,0.0,5
project_4,wi,DE,Interest,4579,19,25,MALE,18to24,72,24.35897435897436,0
project_3,wi,FR,PrimeVideoFans,3450,0,0,MALE,25to34,17,0.0,4
project_7,vc,FR,Comedy,66654,29,71,FEMALE,35to44,-37,18.238993710691823,3
project_4,wi,DE,Spies,7124,14,20,FEMALE,18to24,72,14.43298969072165,0
project_10,wi,DE,BiographiesTrueStories,3883,4,9,FEMALE,18to24,119,23.529411764705888,0
project_8,wi,GB,SimonPeggWright,1325,9,1,MALE,O55,92,81.81818181818181,7
project_5,wi,FR,Moviegoers,6427,24,16,FEMALE,25to34,5,47.058823529411775,7
project_6,wi,DE,Drama,1645,0,7,FEMALE,25to34,84,0.0,0
project_6,vc,ES,Control,6543,16,70,FEMALE,18to24,-17,14.678899082568808,6
project_2,wi,ES,SBC,5526,59,10,MALE,18to24,14,85.5072463768116,2
project_6,wi,DE,VengeanceSelfJustice,1792,7,1,FEMALE,35to44,84,46.66666666666666,0
project_14,wi,AT,StandUp,12672,0,3,MALE,O55,81,0.0,0
project_1,vc,DE,WomensFavouriteTV,6320,8,11,FEMALE,18to24,-111,16.3265306122449,1
project_7,wi,FR,CyprienFans,17393,12,36,MALE,25to34,21,20.689655172413797,4
project_5,wi,FR,FrenchComedy,14965,24,147,MALE,18to24,5,10.85972850678733,6
project_9,wi,DE,FootballEntertainment,5154,92,36,MALE,18to24,3,70.76923076923076,2
project_14,wi,DE,Mixed_Segment_E,14372,0,0,MALE,45to54,81,0.0,0
project_6,vc,DE,Drama,2386,8,13,MALE,25to34,-17,25.0,5
project_9,vc,DE,Football,10507,44,122,MALE,45to54,-18,23.529411764705888,6
project_14,wi,AT,StandUp,18440,2,5,MALE,25to34,81,14.285714285714285,0
project_7,vc,FR,NormanThavaudFans,56166,14,50,FEMALE,45to54,-37,16.666666666666668,3
project_14,wi,AT,StandUp,15064,2,2,FEMALE,45to54,81,22.222222222222218,0
project_14,wi,AT,StandUp,19936,0,4,FEMALE,25to34,81,0.0,0
project_3,wi,NL,DarkTV,5909,6,86,FEMALE,O55,42,6.25,6
project_5,vc,FR,ComedyDramedy,4374,6,12,MALE,45to54,-14,28.57142857142857,5
project_7,vc,FR,McflyCarlito,63110,20,35,FEMALE,18to24,-37,21.73913043478261,3
project_1,vc,ES,DarkFemaleLedTV,13598,59,2,FEMALE,35to44,-153,40.41095890410959,2
project_14,wi,DE,GermanComedyStandUp,2774,12,16,MALE,45to54,81,21.428571428571427,0
project_10,wi,DE,DrugsonScreen,2118,5,18,FEMALE,O55,119,20.0,0
project_4,vc,DE,GermanCrimeDrama,1525,3,3,FEMALE,18to24,-18,27.272727272727273,5
project_12,wi,FR,MotivationMovies,3700,0,0,FEMALE,35to44,25,0.0,4
project_6,wi,GB,CastCrew,2019,17,2,FEMALE,35to44,84,62.96296296296296,7
project_6,wi,DE,PRIMEOriginalSeries,5286,1,4,FEMALE,25to34,84,6.666666666666668,0
project_2,vc,ES,SBC,3907,0,0,MALE,25to34,-18,0.0,5
project_11,wi,FR,ComedyHistoricalLiterature,7828,0,0,MALE,45to54,28,0.0,4
project_5,wi,FR,FemaleLedComedy,11876,98,55,FEMALE,25to34,5,48.75621890547264,2
project_10,wi,DE,Control,568,0,12,MALE,45to54,119,0.0,0
project_2,vc,FI,Demo,5120,3,4,FEMALE,18to24,-14,17.647058823529417,5
project_4,vc,DE,Broad,1544,3,12,FEMALE,18to24,-18,6.666666666666668,5
project_7,wi,FR,RealityTVHits,783,6,6,FEMALE,45to54,21,27.272727272727273,4
project_6,wi,FR,PRIMEOriginalSeries,11179,23,18,MALE,18to24,84,24.46808510638298,0
project_7,wi,FR,PrimeVideoFans,27330,3,5,FEMALE,35to44,21,30.0,4
project_6,wi,GB,Control,3968,8,21,MALE,45to54,84,20.512820512820515,0
project_6,wi,ES,CastCrew,20745,18,107,MALE,18to24,83,11.180124223602483,6
project_8,vc,GB,Mixed_Segment_E,4724,0,0,MALE,O55,-7,0.0,5
project_2,vc,NO,Core,3051,24,8,MALE,35to44,-14,70.58823529411767,7
project_6,wi,DE,VengeanceSelfJustice,2126,7,17,MALE,45to54,84,20.58823529411765,0
project_12,wi,FR,MotivationMovies,3465,0,0,FEMALE,45to54,25,0.0,4
project_8,vc,GB,KerrysBespokeList,1505,0,0,FEMALE,45to54,-7,0.0,5
project_14,wi,DE,Mixed_Segment_E,13130,0,0,MALE,O55,81,0.0,0
project_2,wi,ES,Control,3448,0,4,MALE,O55,14,0.0,5
project_2,vc,FI,Demo,2613,12,1,MALE,25to34,-14,80.0,7
project_14,wi,DE,Comedy,2163,2,31,MALE,O55,81,3.4482758620689653,0
project_7,vc,FR,CyprienFans,45320,6,19,FEMALE,45to54,-37,13.333333333333336,3
project_6,vc,ES,VengeanceSelfJustice,5856,46,24,MALE,35to44,-17,44.230769230769226,2
project_11,wi,FR,FrenchCinema,6709,0,0,FEMALE,18to24,28,0.0,4
project_1,wi,NL,DarkFemaleLedTV,3260,2,1,FEMALE,O55,-53,18.181818181818183,5
project_10,wi,DE,Berlin,1082,1,7,MALE,45to54,119,8.333333333333334,0
project_6,vc,GB,VengeanceSelfJustice,2762,12,3,FEMALE,45to54,-17,52.17391304347826,7
project_3,wi,GB,DarkTV,8105,6,13,FEMALE,25to34,42,8.0,4
project_4,wi,DE,GermanPostWarHistory,1330,2,9,FEMALE,O55,72,6.451612903225807,0
project_8,vc,GB,Mixed_Segment_E,2076,0,0,FEMALE,45to54,-7,0.0,5
project_4,vc,DE,Crime,3601,9,26,MALE,45to54,-18,19.565217391304348,5
project_1,wi,GB,MysteryThriller,3953,3,1,FEMALE,25to34,-53,37.5,5
project_14,wi,AT,StandUp,3555,1,2,FEMALE,18to24,81,14.285714285714285,0
project_2,wi,AT,OffensiveComedy,6885,3,6,FEMALE,45to54,13,33.333333333333336,7
project_3,wi,FR,PrimeVideoFans,2805,0,0,MALE,35to44,17,0.0,4
project_10,wi,DE,Control,493,0,8,MALE,O55,119,0.0,0
project_1,vc,ES,WomensFavouriteTV,13647,6,12,MALE,18to24,-153,26.08695652173913,1
project_10,wi,DE,Music,673,4,6,FEMALE,O55,119,36.36363636363637,0
project_5,vc,FR,FrenchComedy,29285,127,97,FEMALE,18to24,-14,34.60490463215259,2
project_14,wi,DE,GermanyComedy,2685,7,16,MALE,45to54,81,14.893617021276595,0
project_1,wi,GB,FemaleLedDrama,5698,4,1,FEMALE,O55,-53,40.0,7
project_2,vc,ES,Control,7470,0,0,FEMALE,35to44,-18,0.0,5
project_6,vc,ES,TarantinoStyle,4567,6,10,FEMALE,25to34,-17,24.0,5
project_1,wi,NL,WomensFavouriteTV,3985,3,2,FEMALE,45to54,-53,15.0,5
project_4,vc,DE,GermanCrimeDrama,1584,11,12,MALE,O55,-18,44.0,7
project_1,vc,ES,FemaleLedDramaMovies,10425,16,3,FEMALE,45to54,-153,53.33333333333334,1
project_4,wi,DE,GermanPostWarHistory,1798,8,9,MALE,45to54,72,26.66666666666667,0
project_7,vc,FR,Comedy,74239,60,123,FEMALE,25to34,-37,25.31645569620253,3
project_11,wi,FR,Rural,5814,0,0,FEMALE,18to24,28,0.0,4
project_6,wi,DE,PRIMEOriginalSeries,2612,4,12,MALE,25to34,84,16.666666666666668,0
project_2,vc,FI,Mixed_Segment_C,4825,1,3,FEMALE,25to34,-14,25.0,5
project_4,wi,DE,Spies,5781,8,40,FEMALE,O55,72,8.51063829787234,0
project_11,wi,FR,FamousEpicComics,3341,0,0,MALE,18to24,28,0.0,4
project_8,vc,GB,KerrysBespokeList,2612,0,0,MALE,18to24,-7,0.0,5
project_1,wi,NL,DarkFemaleLedTV,3795,1,0,MALE,45to54,-53,20.0,5
project_7,vc,FR,FrenchComedy,127473,47,316,MALE,25to34,-37,11.380145278450366,3
project_1,wi,NL,DarkFemaleLedTV,4675,0,7,MALE,35to44,-53,0.0,5
project_1,wi,GB,PopularDramaThrillerTV,2348,1,3,FEMALE,25to34,-53,12.5,5
project_2,wi,AT,USCulture,1077,1,0,FEMALE,35to44,13,100.0,7
project_5,wi,FR,FemaleCenteredInterests,6030,7,70,MALE,25to34,5,7.865168539325843,6
project_6,wi,ES,VengeanceSelfJustice,16569,4,49,MALE,18to24,83,6.0606060606060606,0
project_6,wi,GB,Control,2943,10,22,FEMALE,45to54,84,18.867924528301888,0
project_3,wi,IT,DarkTV,3794,0,0,FEMALE,35to44,17,0.0,4
project_11,wi,FR,FamousEpicComics,6488,0,0,FEMALE,18to24,28,0.0,4
project_6,vc,FR,CastCrew,3013,35,12,MALE,45to54,-17,47.2972972972973,7
project_11,wi,FR,French,3842,0,0,MALE,18to24,28,0.0,4
project_4,vc,DE,GermanPostWarHistory,5503,25,12,MALE,18to24,-18,49.01960784313725,7
project_2,wi,AT,USCulture,923,13,0,MALE,25to34,13,100.0,7
project_1,vc,ES,FemaleLedDramaMovies,13647,11,38,MALE,25to34,-153,20.0,1
project_2,wi,AT,Comedy,1843,18,6,MALE,25to34,13,72.0,7
project_10,wi,DE,Book,1501,1,7,MALE,18to24,119,10.0,0
project_7,wi,FR,Gamers,34893,36,63,MALE,18to24,21,29.508196721311478,6
project_2,vc,NO,Demo,1489,0,7,FEMALE,O55,-14,0.0,5
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,5626,4,46,MALE,45to54,5,7.0175438596491215,4
project_6,wi,DE,Control,2462,0,17,MALE,25to34,84,0.0,0
project_14,wi,DE,GermanComedyStandUp,3141,9,8,MALE,18to24,81,28.125,0
project_14,wi,DE,Comedy,2337,4,11,FEMALE,25to34,81,9.523809523809524,0
project_12,wi,FR,PSGFans,2646,0,0,FEMALE,O55,25,0.0,4
project_2,vc,ES,USCulture,2396,0,0,MALE,35to44,-18,0.0,5
project_6,wi,ES,PRIMEOriginalSeries,5965,12,9,MALE,25to34,83,30.76923076923077,0
project_11,wi,FR,Urban,9356,0,0,FEMALE,18to24,28,0.0,4
project_6,vc,GB,BrutalWitty,1806,11,3,FEMALE,45to54,-17,57.89473684210525,7
project_11,wi,FR,FamilyEntertainment,11974,0,0,FEMALE,35to44,28,0.0,4
project_3,wi,FR,DarkTV,4647,0,0,FEMALE,18to24,17,0.0,4
project_3,wi,DE,PrimeVideoFans,2063,1,8,MALE,25to34,17,3.2258064516129035,4
project_1,vc,ES,PrimeVideoFans,4177,6,2,FEMALE,O55,-153,66.66666666666667,1
project_2,vc,SE,Core,3072,27,8,MALE,18to24,-14,65.85365853658537,7
project_5,wi,FR,Teens,5415,28,21,FEMALE,35to44,5,23.931623931623932,4
project_6,wi,FR,Control,5000,1,8,MALE,25to34,84,8.333333333333334,0
project_2,vc,SE,Broad,2371,3,0,FEMALE,35to44,-14,100.0,7
project_1,vc,GB,PopularDramaThrillerTV,7476,19,70,FEMALE,18to24,-98,9.405940594059404,1
project_1,vc,DE,WomensFavouriteTV,16526,8,16,MALE,25to34,-111,16.666666666666668,1
project_3,wi,GB,VisuallyArresting,7538,4,7,FEMALE,25to34,42,9.75609756097561,4
project_5,vc,FR,Singles,11199,36,65,FEMALE,45to54,-14,30.50847457627119,6
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,5798,15,4,FEMALE,35to44,5,53.57142857142857,7
project_8,vc,GB,BestOfComedy,2109,0,0,MALE,35to44,-7,0.0,5
project_6,vc,FR,Control,4830,26,29,MALE,35to44,-17,38.805970149253724,7
project_6,wi,ES,Drama,4537,1,4,FEMALE,35to44,83,12.5,0
project_5,wi,FR,InARelationship,6459,9,84,MALE,18to24,5,7.9646017699115035,6
project_1,vc,DE,Feminism,3300,2,5,FEMALE,18to24,-111,6.451612903225807,1
project_1,vc,ES,Books,4953,2,9,MALE,O55,-153,15.384615384615385,1
project_2,vc,FI,Broad,2597,2,3,FEMALE,45to54,-14,25.0,5
project_6,vc,DE,Control,2475,18,37,FEMALE,35to44,-17,20.689655172413797,5
project_3,wi,FR,DarkTV,3202,0,0,FEMALE,O55,17,0.0,4
project_1,vc,DE,PrimeVideoFans,16541,0,10,MALE,O55,-111,0.0,1
project_6,vc,GB,BrutalWitty,2555,13,3,MALE,45to54,-17,52.0,7
project_3,wi,GB,VisuallyArresting,5139,3,2,FEMALE,45to54,42,12.0,4
project_10,wi,DE,Book,681,0,11,FEMALE,O55,119,0.0,0
project_6,vc,DE,Control,2915,17,60,MALE,25to34,-17,17.171717171717173,5
project_2,vc,SE,Broad,4084,9,4,MALE,18to24,-14,60.0,7
project_9,wi,DE,FootballEntertainment,3814,9,16,FEMALE,O55,3,36.0,7
project_4,vc,DE,Thriller,3276,14,21,FEMALE,25to34,-18,26.923076923076927,5
project_13,wi,FR,FrenchCinema,848,0,0,FEMALE,25to34,4,0.0,4
project_2,vc,DK,Mixed_Segment_E,4418,0,0,MALE,45to54,-14,0.0,5
project_2,vc,PT,Mixed_Segment_A,14253,9,1,MALE,25to34,-15,90.0,7
project_6,wi,ES,SpiesSecretOperations,4654,4,0,FEMALE,25to34,83,50.0,0
project_6,wi,GB,BrutalWitty,3270,6,8,MALE,45to54,84,28.57142857142857,0
project_1,vc,ES,BestOfMystery,12930,12,2,FEMALE,25to34,-153,46.153846153846146,1
project_7,vc,FR,LudovikFans,88298,24,48,FEMALE,35to44,-37,20.512820512820515,3
project_1,vc,AT,FemaleLedDramaMovies,28466,14,9,FEMALE,35to44,-111,22.222222222222218,1
project_2,vc,ES,OffensiveComedy,8990,0,0,FEMALE,35to44,-18,0.0,5
project_2,vc,IE,Broad,3446,0,0,FEMALE,25to34,-14,0.0,5
project_7,vc,FR,PrimeVideoFans,58894,29,15,FEMALE,18to24,-37,43.28358208955224,3
project_11,wi,FR,PopularCultComedy,34611,0,0,FEMALE,25to34,28,0.0,4
project_7,vc,FR,GuestStars,57447,11,34,FEMALE,25to34,-37,14.285714285714285,3
project_3,wi,GB,VisuallyArresting,8506,9,12,MALE,35to44,42,18.75,4
project_5,vc,FR,Teens,13106,45,61,FEMALE,45to54,-14,23.316062176165804,2
project_7,wi,FR,LudovikFans,1473,2,6,FEMALE,45to54,21,20.0,4
project_6,wi,DE,VengeanceSelfJustice,1684,1,1,FEMALE,25to34,84,16.666666666666668,0
project_7,wi,FR,GuestStars,15729,0,4,FEMALE,35to44,21,0.0,4
project_8,wi,GB,SimonPeggWright,4251,98,3,MALE,25to34,92,90.74074074074076,2
project_10,wi,DE,Music,1064,2,8,FEMALE,25to34,119,15.384615384615385,0
project_2,vc,ES,USDocumentary,10028,0,0,FEMALE,35to44,-18,0.0,5
project_14,wi,DE,GermanComedyStandUp,2294,2,6,FEMALE,18to24,81,12.5,0
project_12,wi,FR,PrimeVideoFans,3473,0,0,MALE,45to54,25,0.0,4
project_4,wi,DE,Interest,4601,25,36,MALE,45to54,72,30.12048192771084,0
project_6,wi,FR,Action,2591,5,3,MALE,35to44,84,35.714285714285715,0
project_3,wi,NL,DarkTV,6929,1,65,FEMALE,45to54,42,1.2345679012345678,4
project_7,vc,FR,GuestStars,54193,7,35,FEMALE,35to44,-37,10.294117647058824,3
project_6,vc,FR,Control,3891,20,40,FEMALE,35to44,-17,19.047619047619047,5
project_10,wi,DE,Berlin,1139,3,4,FEMALE,45to54,119,27.272727272727273,0
project_5,vc,FR,PrimeVideoFans,7778,17,53,MALE,25to34,-14,18.08510638297872,6
project_1,vc,DE,FemaleLedDramaMovies,5178,10,6,FEMALE,18to24,-111,20.0,1
project_6,wi,DE,Action,1464,0,2,MALE,18to24,84,0.0,0
project_1,vc,GB,FemaleLedDrama,5471,19,2,FEMALE,35to44,-98,29.6875,1
project_6,vc,FR,PRIMEOriginalSeries,3311,18,5,MALE,35to44,-17,56.25,7
project_7,vc,FR,CyprienFans,111867,71,62,FEMALE,18to24,-37,37.368421052631575,3
project_6,wi,DE,Action,1238,0,5,FEMALE,25to34,84,0.0,0
project_2,vc,FI,Mixed_Segment_D,4384,3,1,FEMALE,25to34,-14,50.0,7
project_2,wi,ES,USDocumentary,17865,15,15,FEMALE,18to24,14,36.58536585365854,7
project_6,wi,DE,PRIMEOriginalSeries,2083,8,10,MALE,45to54,84,38.095238095238095,0
project_1,vc,GB,FemaleLedDrama,4635,12,4,FEMALE,O55,-98,28.57142857142857,1
project_8,wi,GB,TheCornettoTrilogy,3291,96,3,MALE,18to24,92,92.30769230769229,2
project_7,wi,FR,PrimeVideoFans,32833,10,7,MALE,18to24,21,52.631578947368425,7
project_6,wi,ES,Control,7194,15,19,MALE,35to44,83,36.58536585365854,0
project_2,wi,ES,USCulture,4703,5,7,FEMALE,45to54,14,41.66666666666666,7
project_1,vc,AT,PrimeVideoFans,21409,1,2,MALE,35to44,-111,6.25,1
project_9,vc,DE,SportEntertainment,9186,22,69,MALE,45to54,-18,22.0,6
project_1,vc,DE,Books,4773,3,0,MALE,O55,-111,75.0,7
project_5,wi,FR,Moviegoers,6487,11,20,FEMALE,45to54,5,29.72972972972973,4
project_6,wi,GB,BrutalWitty,15701,18,45,FEMALE,18to24,84,15.517241379310345,0
project_1,wi,GB,FemaleLedDrama,4127,0,6,MALE,35to44,-53,0.0,5
project_7,wi,FR,GuestStars,805,1,1,MALE,45to54,21,25.0,4
project_5,vc,FR,StrongFemaleLeads,23560,20,322,MALE,18to24,-14,4.796163069544366,6
project_6,vc,ES,PRIMEOriginalSeries,4530,11,6,MALE,45to54,-17,44.0,7
project_5,wi,FR,ViewedPrimeVideoCampaigns,7439,8,41,MALE,45to54,5,15.094339622641508,4
project_2,vc,FI,Demo,1977,2,4,FEMALE,45to54,-14,25.0,5
project_12,wi,FR,MotivationMovies,3029,0,0,MALE,45to54,25,0.0,4
project_3,wi,GB,DarkTV,10132,8,54,MALE,18to24,42,4.624277456647398,4
project_1,wi,GB,PopularDramaThrillerTV,2007,0,3,MALE,35to44,-53,0.0,5
project_2,vc,FI,Mixed_Segment_C,4505,1,5,FEMALE,35to44,-14,16.666666666666668,5
project_9,vc,DE,SportEntertainment,8980,15,46,FEMALE,18to24,-18,22.388059701492534,5
project_6,vc,DE,Drama,2202,4,10,MALE,35to44,-17,15.384615384615385,5
project_6,wi,FR,Drama,3134,2,14,MALE,25to34,84,8.0,0
project_1,vc,AT,Motherhood,22990,5,10,FEMALE,35to44,-111,12.19512195121951,1
project_5,vc,FR,FrenchInfluencers,14167,54,51,FEMALE,18to24,-14,30.857142857142854,2
project_5,wi,FR,EmpowermentFeminismBodyPositivity,4627,12,14,FEMALE,45to54,5,41.379310344827594,7
project_6,vc,GB,VengeanceSelfJustice,3079,11,25,MALE,18to24,-17,19.29824561403509,5
project_4,vc,DE,PrimeVideoFans,1576,12,48,MALE,O55,-18,12.903225806451614,5
project_5,wi,FR,FrenchCinemaTVSeries,12185,22,7,FEMALE,25to34,5,41.509433962264154,7
project_5,vc,FR,Singles,13090,30,29,FEMALE,35to44,-14,33.333333333333336,7
project_2,vc,NO,Mixed_Segment_A,3595,2,0,FEMALE,25to34,-14,66.66666666666667,7
project_5,wi,FR,Teens,9450,14,91,MALE,18to24,5,9.395973154362416,6
project_6,vc,ES,CastCrew,6316,76,32,MALE,45to54,-17,38.0,2
project_2,vc,NO,Mixed_Segment_B,3611,13,4,MALE,18to24,-14,59.09090909090909,7
project_6,vc,ES,VengeanceSelfJustice,4829,25,10,FEMALE,35to44,-17,35.714285714285715,7
project_6,vc,GB,Action,2356,4,9,FEMALE,25to34,-17,16.0,5
project_11,wi,FR,ParentsKids,7091,0,0,FEMALE,25to34,28,0.0,4
project_4,wi,DE,Crime,11149,54,80,MALE,25to34,72,29.67032967032967,2
project_6,wi,ES,TarantinoStyle,5018,1,5,MALE,18to24,83,14.285714285714285,0
project_1,vc,ES,Books,4825,11,0,FEMALE,45to54,-153,73.33333333333333,1
project_1,vc,ES,WomensFavouriteTV,16993,11,11,FEMALE,18to24,-153,33.333333333333336,1
project_14,wi,AT,Mixed_Segment_D,12073,0,0,FEMALE,25to34,81,0.0,0
project_2,vc,FI,Mixed_Segment_B,5290,1,0,MALE,35to44,-14,100.0,7
project_12,wi,FR,MotivationMovies,3178,0,0,MALE,18to24,25,0.0,4
project_11,wi,FR,FamilyEntertainment,10498,0,0,MALE,45to54,28,0.0,4
project_13,wi,FR,FrenchArtists,2387,0,0,MALE,45to54,4,0.0,4
project_11,wi,FR,ComedyHistoricalLiterature,4690,0,0,FEMALE,18to24,28,0.0,4
project_1,vc,DE,Cast,1518,0,0,FEMALE,O55,-111,0.0,1
project_12,wi,FR,FrenchCinema,3882,0,0,MALE,25to34,25,0.0,4
project_6,wi,GB,BrutalWitty,3655,16,3,MALE,35to44,84,61.53846153846154,7
project_6,wi,FR,Action,3444,5,27,MALE,25to34,84,9.090909090909092,0
project_11,wi,FR,ParentsKids,6063,0,0,FEMALE,45to54,28,0.0,4
project_4,vc,DE,Core,1390,11,5,FEMALE,35to44,-18,44.0,7
project_1,vc,DE,PopularDrama,5661,0,5,MALE,18to24,-111,0.0,1
project_2,vc,IE,Mixed_Segment_A,4727,0,0,FEMALE,25to34,-14,0.0,5
project_9,wi,DE,Football,3827,16,79,FEMALE,25to34,3,16.49484536082474,6
project_2,vc,NO,Broad,3402,16,5,MALE,18to24,-14,76.19047619047619,7
project_3,wi,IT,VisuallyArresting,4645,0,0,MALE,18to24,17,0.0,4
project_1,wi,GB,WomensFavouriteTV,4596,2,7,FEMALE,18to24,-53,15.384615384615385,5
project_1,vc,ES,BestOfMystery,12160,8,3,FEMALE,35to44,-153,29.62962962962963,1
project_2,vc,DK,Core,3634,0,0,MALE,35to44,-14,0.0,5
project_14,wi,AT,Control,11933,0,0,FEMALE,35to44,81,0.0,0
project_12,wi,FR,ToughGuys,4566,0,0,FEMALE,25to34,25,0.0,4
project_12,wi,FR,FrenchCinema,2588,0,0,MALE,35to44,25,0.0,4
project_6,wi,GB,VengeanceSelfJustice,7630,13,12,FEMALE,25to34,84,25.490196078431374,0
project_6,vc,DE,Control,3141,9,35,MALE,35to44,-17,12.162162162162161,5
project_4,wi,DE,SophisticatedCrimeTV,1003,4,7,FEMALE,45to54,72,25.0,0
project_8,vc,GB,ComedyHorror,1831,0,0,FEMALE,O55,-7,0.0,5
project_1,vc,DE,Feminism,2821,12,9,FEMALE,45to54,-111,24.489795918367342,1
project_9,wi,DE,Football,3375,54,51,MALE,18to24,3,49.09090909090909,2
project_8,vc,GB,BestOfComedy,1958,0,0,MALE,45to54,-7,0.0,5
project_13,wi,FR,FrenchCinema,3413,0,0,MALE,18to24,4,0.0,4
project_6,vc,ES,PRIMEOriginalSeries,4471,15,1,FEMALE,35to44,-17,57.69230769230769,7
project_6,vc,ES,PRIMEOriginalSeries,4319,5,5,MALE,35to44,-17,31.25,5
project_2,vc,ES,Control,7420,0,0,FEMALE,25to34,-18,0.0,5
project_1,vc,AT,Feminism,21182,4,4,MALE,35to44,-111,30.76923076923077,1
project_1,vc,ES,Cast,6741,1,15,MALE,25to34,-153,5.0,1
project_1,vc,ES,Motherhood,7326,3,7,MALE,18to24,-153,17.647058823529417,1
project_7,vc,FR,RealityTVHits,69172,52,166,MALE,18to24,-37,20.077220077220076,3
project_8,vc,GB,ComedyHorror,2591,0,0,MALE,35to44,-7,0.0,5
project_2,vc,NO,Mixed_Segment_F,2980,1,1,MALE,O55,-14,50.0,7
project_7,vc,FR,McflyCarlito,74136,8,36,FEMALE,35to44,-37,8.791208791208794,3
project_2,vc,ES,Control,8908,0,0,MALE,18to24,-18,0.0,5
project_6,vc,ES,CastCrew,6374,66,46,MALE,25to34,-17,36.66666666666666,2
project_1,vc,DE,Cast,7725,21,5,FEMALE,25to34,-111,35.0,1
project_6,vc,GB,SpiesSecretOperations,2497,11,11,MALE,18to24,-17,31.42857142857143,5
project_6,wi,ES,Drama,4996,0,8,FEMALE,25to34,83,0.0,0
