project_id,type,campaign_country,cluster,survey_date,release_date,impressions,yes_answers,no_answers,gender,age_range,diff_survey_release,watching_rate_%
project_11,wi,FR,ParentsKids,2020-08-21,2020-09-18,3709,0,0,MALE,25to34,28,0.0
project_1,vc,AT,PopularDrama,2020-07-07,2020-03-18,31194,23,1,FEMALE,25to34,-111,34.32835820895522
project_1,vc,DE,BestOfMystery,2020-07-07,2020-03-18,24424,40,8,FEMALE,25to34,-111,35.714285714285715
project_1,wi,NL,DarkFemaleLedTV,2020-05-10,2020-03-18,4133,5,0,FEMALE,45to54,-53,38.46153846153846
project_1,vc,DE,Cast,2020-07-07,2020-03-18,3001,5,19,MALE,45to54,-111,14.285714285714286
project_11,wi,FR,FamousEpicComics,2020-08-21,2020-09-18,7574,0,0,MALE,45to54,28,0.0
project_11,wi,FR,Parents,2020-08-21,2020-09-18,4290,0,0,MALE,35to44,28,0.0
project_11,wi,FR,PopularCultComedy,2020-08-21,2020-09-18,33890,0,0,MALE,45to54,28,0.0
project_11,wi,FR,Rural,2020-08-21,2020-09-18,5524,0,0,MALE,35to44,28,0.0
project_2,wi,AT,SBC,2020-10-10,2020-10-23,3407,14,3,FEMALE,25to34,13,82.3529411764706
project_1,vc,AT,WomensFavouriteTV,2020-07-07,2020-03-18,22032,14,8,FEMALE,45to54,-111,36.8421052631579
project_1,vc,DE,Motherhood,2020-07-07,2020-03-18,2568,3,21,MALE,45to54,-111,6.976744186046512
project_2,vc,NO,Demo,2020-11-06,2020-10-23,2030,1,4,FEMALE,25to34,-14,16.666666666666668
project_4,wi,DE,Spies,2020-07-15,2020-09-25,8834,18,21,FEMALE,45to54,72,25.35211267605634
project_9,wi,DE,Football,2020-06-02,2020-06-05,3221,15,82,FEMALE,45to54,3,15.151515151515152
project_7,wi,FR,PrimeVideoFans,2020-05-15,2020-06-05,38586,11,19,MALE,25to34,21,35.483870967741936
project_6,wi,GB,BrutalWitty,2019-11-29,2020-02-21,4261,18,22,MALE,25to34,84,24.65753424657534
project_3,wi,IT,VisuallyArresting,2020-09-08,2020-09-25,2612,0,0,FEMALE,35to44,17,0.0
project_6,wi,GB,CastCrew,2019-11-29,2020-02-21,11571,21,20,FEMALE,25to34,84,40.38461538461539
project_6,wi,ES,Control,2019-11-30,2020-02-21,5472,3,30,FEMALE,25to34,83,6.521739130434782
project_2,vc,NO,Demo,2020-11-06,2020-10-23,1570,21,8,MALE,18to24,-14,56.75675675675676
project_6,wi,ES,BrutalWitty,2019-11-30,2020-02-21,27537,5,0,FEMALE,25to34,83,83.33333333333333
project_14,wi,DE,GermanyComedy,2020-09-14,2020-12-04,2951,14,15,MALE,35to44,81,25.454545454545453
project_10,wi,DE,Control,2020-10-23,2021-02-19,884,0,13,MALE,25to34,119,0.0
project_4,vc,DE,Thriller,2020-10-13,2020-09-25,4491,17,24,MALE,18to24,-18,30.90909090909091
project_6,wi,DE,Control,2019-11-29,2020-02-21,2142,0,9,FEMALE,25to34,84,0.0
project_11,wi,FR,PopularCultComedy,2020-08-21,2020-09-18,32634,0,0,MALE,18to24,28,0.0
project_1,vc,GB,PopularDramaThrillerTV,2020-06-24,2020-03-18,6366,6,30,MALE,25to34,-98,11.320754716981131
project_9,wi,DE,FootballEntertainment,2020-06-02,2020-06-05,6108,21,32,FEMALE,18to24,3,38.18181818181818
project_1,vc,ES,PopularDrama,2020-08-18,2020-03-18,10721,4,2,MALE,O55,-153,33.333333333333336
project_6,wi,GB,CastCrew,2019-11-29,2020-02-21,14364,6,11,FEMALE,18to24,84,13.953488372093023
project_1,wi,GB,WomensFavouriteTV,2020-05-10,2020-03-18,5167,2,2,FEMALE,O55,-53,33.333333333333336
project_6,vc,DE,SpiesSecretOperations,2020-03-09,2020-02-21,2577,17,13,MALE,35to44,-17,36.170212765957444
project_7,wi,FR,NormanThavaudFans,2020-05-15,2020-06-05,20753,1,1,MALE,45to54,21,50.0
project_6,wi,ES,PRIMEOriginalSeries,2019-11-30,2020-02-21,5708,12,10,MALE,35to44,83,44.44444444444444
project_7,vc,FR,PrimeVideoFans,2020-07-12,2020-06-05,63420,4,19,FEMALE,25to34,-37,9.090909090909092
project_8,vc,GB,ComedyHorror,2020-11-06,2020-10-30,2693,0,0,MALE,25to34,-7,0.0
project_10,wi,DE,Berlin,2020-10-23,2021-02-19,672,2,7,FEMALE,O55,119,18.181818181818183
project_14,wi,AT,Comedy,2020-09-14,2020-12-04,19304,1,5,FEMALE,35to44,81,8.333333333333334
project_3,wi,IT,Dystopian,2020-09-08,2020-09-25,5308,0,0,MALE,35to44,17,0.0
project_6,wi,FR,Control,2019-11-29,2020-02-21,4275,9,59,MALE,45to54,84,9.278350515463918
project_6,vc,ES,Drama,2020-03-09,2020-02-21,4512,9,12,FEMALE,25to34,-17,26.470588235294116
project_2,vc,DK,Mixed_Segment_F,2020-11-06,2020-10-23,3608,0,0,MALE,O55,-14,0.0
project_1,vc,ES,BestOfMystery,2020-08-18,2020-03-18,15764,3,7,FEMALE,18to24,-153,16.666666666666668
project_6,wi,GB,BrutalWitty,2019-11-29,2020-02-21,2140,7,3,FEMALE,45to54,84,33.333333333333336
project_2,vc,DK,Broad,2020-11-06,2020-10-23,1789,0,0,MALE,O55,-14,0.0
project_11,wi,FR,PopularCultComedy,2020-08-21,2020-09-18,36372,0,0,FEMALE,18to24,28,0.0
project_6,vc,GB,Action,2020-03-09,2020-02-21,3266,11,35,MALE,18to24,-17,16.666666666666668
project_14,wi,DE,Mixed_Segment_D,2020-09-14,2020-12-04,7430,0,0,FEMALE,25to34,81,0.0
project_6,wi,GB,PRIMEOriginalSeries,2019-11-29,2020-02-21,3840,18,12,MALE,25to34,84,41.86046511627907
project_2,vc,FI,Mixed_Segment_B,2020-11-06,2020-10-23,8206,4,8,MALE,18to24,-14,33.333333333333336
project_7,wi,FR,McflyCarlito,2020-05-15,2020-06-05,34025,3,2,FEMALE,35to44,21,60.0
project_2,vc,SE,Demo,2020-11-06,2020-10-23,1485,5,1,MALE,45to54,-14,41.666666666666664
project_3,wi,IT,PrimeVideoFans,2020-09-08,2020-09-25,2087,0,0,FEMALE,35to44,17,0.0
project_8,vc,GB,KerrysBespokeList,2020-11-06,2020-10-30,2530,0,0,MALE,25to34,-7,0.0
project_6,vc,FR,PRIMEOriginalSeries,2020-03-09,2020-02-21,2928,15,11,MALE,45to54,-17,42.857142857142854
project_6,wi,DE,PRIMEOriginalSeries,2019-11-29,2020-02-21,1857,3,7,FEMALE,25to34,84,20.0
project_3,wi,DE,ComicBookTV,2020-09-08,2020-09-25,1885,0,1,FEMALE,18to24,17,0.0
project_1,vc,ES,WomensFavouriteTV,2020-08-18,2020-03-18,10997,3,5,MALE,45to54,-153,21.428571428571427
project_6,vc,FR,CastCrew,2020-03-09,2020-02-21,3173,51,10,MALE,25to34,-17,60.0
project_5,vc,FR,FrenchComedians,2020-04-29,2020-04-15,14397,48,15,FEMALE,25to34,-14,50.526315789473685
project_5,vc,FR,StrongFemaleLeads,2020-04-29,2020-04-15,20837,80,79,FEMALE,25to34,-14,33.61344537815126
project_14,wi,AT,Mixed_Segment_D,2020-09-14,2020-12-04,12601,0,0,FEMALE,35to44,81,0.0
project_11,wi,FR,HistoricalDramaComedy,2020-08-21,2020-09-18,11433,0,0,FEMALE,35to44,28,0.0
project_5,vc,FR,FrenchComedians,2020-04-29,2020-04-15,15300,47,49,FEMALE,18to24,-14,26.11111111111111
project_14,wi,AT,GermanyComedy,2020-09-14,2020-12-04,8661,0,0,MALE,45to54,81,0.0
project_7,vc,FR,Comedy,2020-07-12,2020-06-05,98543,94,346,MALE,18to24,-37,18.323586744639375
project_10,wi,DE,DrugsonScreen,2020-10-23,2021-02-19,2400,5,16,MALE,25to34,119,18.51851851851852
project_6,wi,GB,Control,2019-11-29,2020-02-21,9181,8,137,FEMALE,18to24,84,3.076923076923077
project_4,wi,DE,GermanCrimeDrama,2020-07-15,2020-09-25,4480,12,15,FEMALE,25to34,72,20.0
project_6,wi,FR,SpiesSecretOperations,2019-11-29,2020-02-21,3228,14,11,MALE,45to54,84,36.8421052631579
project_6,wi,GB,SpiesSecretOperations,2019-11-29,2020-02-21,12823,19,25,MALE,25to34,84,31.147540983606557
project_5,wi,FR,FrenchComedians,2020-04-10,2020-04-15,6701,11,53,MALE,35to44,5,15.277777777777779
project_3,wi,IT,Dystopian,2020-09-08,2020-09-25,1221,0,0,FEMALE,O55,17,0.0
project_1,vc,ES,Books,2020-08-18,2020-03-18,4694,12,0,FEMALE,O55,-153,80.0
project_3,wi,FR,ComicBookTV,2020-09-08,2020-09-25,2509,0,0,FEMALE,45to54,17,0.0
project_13,wi,FR,MusicalsOnScreen,2020-09-21,2020-09-25,3794,0,0,FEMALE,25to34,4,0.0
project_5,wi,FR,PrimeVideoFans,2020-04-10,2020-04-15,3951,11,28,MALE,35to44,5,25.58139534883721
project_1,vc,DE,WomensFavouriteTV,2020-07-07,2020-03-18,18192,9,15,MALE,35to44,-111,15.789473684210526
project_6,wi,FR,SpiesSecretOperations,2019-11-29,2020-02-21,8865,3,13,FEMALE,18to24,84,9.67741935483871
project_1,vc,ES,PrimeVideoFans,2020-08-18,2020-03-18,5998,2,2,MALE,35to44,-153,40.0
project_8,vc,GB,ViewedFanSpots,2020-11-06,2020-10-30,355,0,0,MALE,O55,-7,0.0
project_5,wi,FR,FemaleLedComedy,2020-04-10,2020-04-15,12113,45,46,FEMALE,45to54,5,41.666666666666664
project_2,vc,ES,Comedy,2020-11-10,2020-10-23,6334,0,0,MALE,35to44,-18,0.0
project_2,vc,ES,Control,2020-11-10,2020-10-23,8188,0,0,MALE,45to54,-18,0.0
project_6,wi,FR,Drama,2019-11-29,2020-02-21,861,1,2,FEMALE,25to34,84,7.6923076923076925
project_6,wi,ES,Drama,2019-11-30,2020-02-21,17891,4,19,FEMALE,18to24,83,15.384615384615385
project_3,wi,DE,SciFi,2020-09-08,2020-09-25,1898,6,10,MALE,O55,17,17.142857142857142
project_2,wi,AT,USDocumentary,2020-10-10,2020-10-23,2584,23,3,MALE,25to34,13,88.46153846153847
project_7,vc,FR,CyprienFans,2020-07-12,2020-06-05,82262,37,31,FEMALE,25to34,-37,38.144329896907216
project_5,vc,FR,BarreDancePoleFitnessEnthusiasts,2020-04-29,2020-04-15,11918,47,32,FEMALE,25to34,-14,41.5929203539823
project_5,vc,FR,FemaleLedComedy,2020-04-29,2020-04-15,26559,78,218,MALE,35to44,-14,21.428571428571427
project_6,wi,ES,VengeanceSelfJustice,2019-11-30,2020-02-21,7320,6,2,FEMALE,25to34,83,50.0
project_8,vc,GB,IrreverentBritishTVComedy,2020-11-06,2020-10-30,1862,0,0,FEMALE,O55,-7,0.0
project_6,wi,DE,Drama,2019-11-29,2020-02-21,1532,4,6,FEMALE,18to24,84,15.384615384615385
project_13,wi,FR,MusicNostalgia,2020-09-21,2020-09-25,1720,0,0,MALE,45to54,4,0.0
project_6,wi,DE,CastCrew,2019-11-29,2020-02-21,11120,18,7,MALE,25to34,84,42.857142857142854
project_5,wi,FR,Teens,2020-04-10,2020-04-15,4668,17,8,FEMALE,18to24,5,26.153846153846153
project_1,vc,GB,DarkFemaleLedTV,2020-06-24,2020-03-18,4430,10,14,MALE,18to24,-98,26.31578947368421
project_1,wi,NL,WomensFavouriteTV,2020-05-10,2020-03-18,6254,1,6,MALE,25to34,-53,9.090909090909092
project_5,wi,FR,PrimeVideoFans,2020-04-10,2020-04-15,2019,10,1,FEMALE,18to24,5,50.0
project_5,vc,FR,FemaleLedComedy,2020-04-29,2020-04-15,25119,76,327,MALE,18to24,-14,15.384615384615385
project_6,wi,GB,VengeanceSelfJustice,2019-11-29,2020-02-21,3549,20,8,MALE,45to54,84,48.78048780487805
project_6,vc,FR,VengeanceSelfJustice,2020-03-09,2020-02-21,2462,13,10,FEMALE,35to44,-17,38.23529411764706
project_4,wi,DE,Thriller,2020-07-15,2020-09-25,8332,38,48,FEMALE,35to44,72,34.54545454545455
project_6,vc,DE,VengeanceSelfJustice,2020-03-09,2020-02-21,2219,13,19,MALE,18to24,-17,30.232558139534884
project_1,vc,ES,PrimeVideoFans,2020-08-18,2020-03-18,5142,1,3,MALE,O55,-153,16.666666666666668
project_6,vc,DE,BrutalWitty,2020-03-09,2020-02-21,2355,6,5,MALE,18to24,-17,21.428571428571427
project_1,wi,GB,FemaleLedDrama,2020-05-10,2020-03-18,1927,0,7,FEMALE,18to24,-53,0.0
project_6,vc,DE,VengeanceSelfJustice,2020-03-09,2020-02-21,1916,6,5,FEMALE,45to54,-17,40.0
project_12,wi,FR,FrenchCinema,2020-08-21,2020-09-15,4120,0,0,FEMALE,18to24,25,0.0
project_6,vc,DE,VengeanceSelfJustice,2020-03-09,2020-02-21,1569,3,3,FEMALE,18to24,-17,13.043478260869565
project_14,wi,AT,Comedy,2020-09-14,2020-12-04,8293,0,6,FEMALE,O55,81,0.0
project_5,wi,FR,FrenchComedians,2020-04-10,2020-04-15,7845,18,13,FEMALE,45to54,5,41.86046511627907
project_2,vc,SE,Broad,2020-11-06,2020-10-23,2966,3,2,MALE,25to34,-14,37.5
project_13,wi,FR,PrimeVideoFans,2020-09-21,2020-09-25,1603,0,0,MALE,18to24,4,0.0
project_4,vc,DE,GermanProductions,2020-10-13,2020-09-25,2430,3,7,FEMALE,O55,-18,13.043478260869565
project_6,vc,ES,CastCrew,2020-03-09,2020-02-21,6553,114,39,MALE,35to44,-17,46.15384615384615
project_5,wi,FR,FrenchCinemaTVSeries,2020-04-10,2020-04-15,12089,9,25,MALE,45to54,5,23.076923076923077
project_2,vc,FI,Broad,2020-11-06,2020-10-23,2478,1,1,MALE,25to34,-14,16.666666666666668
project_4,vc,DE,Broad,2020-10-13,2020-09-25,1432,4,6,FEMALE,45to54,-18,20.0
project_13,wi,FR,MusicNostalgia,2020-09-21,2020-09-25,4480,0,0,MALE,35to44,4,0.0
project_8,vc,GB,KerrysBespokeList,2020-11-06,2020-10-30,2389,0,0,FEMALE,18to24,-7,0.0
project_2,wi,AT,SBC,2020-10-10,2020-10-23,1808,22,1,MALE,35to44,13,95.65217391304348
project_12,wi,FR,Football,2020-08-21,2020-09-15,2191,0,0,MALE,25to34,25,0.0
project_6,vc,ES,Action,2020-03-09,2020-02-21,3368,7,8,MALE,45to54,-17,26.923076923076923
project_3,wi,FR,VisuallyArresting,2020-09-08,2020-09-25,5418,0,0,MALE,18to24,17,0.0
project_1,vc,DE,BestOfMystery,2020-07-07,2020-03-18,14040,3,8,FEMALE,45to54,-111,16.666666666666668
project_1,vc,DE,Cast,2020-07-07,2020-03-18,3771,0,11,MALE,18to24,-111,0.0
project_3,wi,GB,DarkTV,2020-08-14,2020-09-25,6970,11,2,FEMALE,45to54,42,25.58139534883721
project_6,wi,DE,Control,2019-11-29,2020-02-21,1775,0,19,FEMALE,18to24,84,0.0
project_13,wi,FR,FrenchCinema,2020-09-21,2020-09-25,623,0,0,FEMALE,45to54,4,0.0
project_6,wi,FR,SpiesSecretOperations,2019-11-29,2020-02-21,3541,21,5,MALE,35to44,84,52.5
project_7,wi,FR,CyprienFans,2020-05-15,2020-06-05,19057,35,25,MALE,18to24,21,38.46153846153846
project_14,wi,DE,Mixed_Segment_B,2020-09-14,2020-12-04,8298,0,0,MALE,35to44,81,0.0
project_7,wi,FR,FrenchInfluencers,2020-05-15,2020-06-05,2339,4,44,MALE,45to54,21,6.666666666666667
project_3,wi,IT,ComicBookTV,2020-09-08,2020-09-25,3978,0,0,MALE,25to34,17,0.0
project_6,vc,FR,CastCrew,2020-03-09,2020-02-21,3554,35,24,MALE,35to44,-17,46.666666666666664
project_3,wi,FR,ComicBookTV,2020-09-08,2020-09-25,4758,0,0,MALE,18to24,17,0.0
project_3,wi,FR,PrimeVideoFans,2020-09-08,2020-09-25,2488,0,0,FEMALE,35to44,17,0.0
project_2,vc,SE,Mixed_Segment_D,2020-11-06,2020-10-23,5258,9,3,MALE,35to44,-14,60.0
project_8,vc,GB,ComedyHorror,2020-11-06,2020-10-30,2582,0,0,FEMALE,25to34,-7,0.0
project_12,wi,FR,RealityTVfans,2020-08-21,2020-09-15,3857,0,0,FEMALE,25to34,25,0.0
project_3,wi,IT,PrimeVideoFans,2020-09-08,2020-09-25,2148,0,0,FEMALE,45to54,17,0.0
project_3,wi,IT,SciFi,2020-09-08,2020-09-25,3188,0,0,FEMALE,18to24,17,0.0
project_1,wi,NL,FemaleLedDrama,2020-05-10,2020-03-18,4090,4,1,FEMALE,45to54,-53,44.44444444444444
project_1,vc,DE,DarkFemaleLedTV,2020-07-07,2020-03-18,8132,2,1,FEMALE,45to54,-111,25.0
project_6,vc,GB,Drama,2020-03-09,2020-02-21,2878,9,28,MALE,18to24,-17,14.285714285714286
project_1,wi,GB,FemaleLedDrama,2020-05-10,2020-03-18,3506,1,5,MALE,45to54,-53,12.5
project_3,wi,DE,VisuallyArresting,2020-09-08,2020-09-25,1417,0,25,FEMALE,O55,17,0.0
project_3,wi,IT,PrimeVideoFans,2020-09-08,2020-09-25,3179,0,0,MALE,25to34,17,0.0
project_6,wi,FR,Drama,2019-11-29,2020-02-21,2558,1,12,FEMALE,35to44,84,2.857142857142857
project_6,wi,GB,SpiesSecretOperations,2019-11-29,2020-02-21,2211,13,8,FEMALE,45to54,84,46.42857142857143
project_1,vc,DE,PopularDrama,2020-07-07,2020-03-18,14372,0,6,FEMALE,18to24,-111,0.0
project_13,wi,FR,PrimeVideoFans,2020-09-21,2020-09-25,1428,0,0,FEMALE,35to44,4,0.0
project_10,wi,DE,Music,2020-10-23,2021-02-19,1273,6,4,FEMALE,18to24,119,37.5
project_2,vc,ES,USDocumentary,2020-11-10,2020-10-23,8853,0,0,FEMALE,O55,-18,0.0
project_10,wi,DE,GermanDrama,2020-10-23,2021-02-19,1349,8,13,FEMALE,O55,119,33.333333333333336
project_12,wi,FR,PrimeVideoFans,2020-08-21,2020-09-15,4093,0,0,FEMALE,35to44,25,0.0
project_5,vc,FR,BarreDancePoleFitnessEnthusiasts,2020-04-29,2020-04-15,12175,11,75,MALE,25to34,-14,11.0
project_7,wi,FR,PrimeVideoFans,2020-05-15,2020-06-05,19100,21,5,FEMALE,18to24,21,65.625
project_6,wi,DE,BrutalWitty,2019-11-29,2020-02-21,2263,8,1,MALE,25to34,84,27.586206896551722
project_9,vc,DE,SportEntertainment,2020-06-23,2020-06-05,9259,15,72,FEMALE,35to44,-18,15.0
project_9,vc,DE,SportEntertainment,2020-06-23,2020-06-05,12068,22,61,MALE,18to24,-18,23.404255319148938
project_14,wi,DE,Comedy,2020-09-14,2020-12-04,1976,3,5,FEMALE,18to24,81,11.538461538461538
project_4,vc,DE,Interest,2020-10-13,2020-09-25,1862,6,5,MALE,45to54,-18,30.0
project_14,wi,DE,Mixed_Segment_E,2020-09-14,2020-12-04,14789,0,0,MALE,35to44,81,0.0
project_6,vc,FR,Action,2020-03-09,2020-02-21,2086,7,20,FEMALE,35to44,-17,20.0
project_3,wi,NL,VisuallyArresting,2020-08-14,2020-09-25,10786,4,71,MALE,25to34,42,4.819277108433735
project_3,wi,DE,SciFi,2020-09-08,2020-09-25,1517,6,18,FEMALE,O55,17,15.789473684210526
project_7,wi,FR,Gamers,2020-05-15,2020-06-05,17403,52,32,FEMALE,18to24,21,50.48543689320388
project_5,wi,FR,EmpowermentFeminismBodyPositivity,2020-04-10,2020-04-15,5057,8,40,MALE,45to54,5,14.545454545454545
project_1,vc,DE,Books,2020-07-07,2020-03-18,3557,8,29,MALE,45to54,-111,11.764705882352942
project_1,vc,ES,Books,2020-08-18,2020-03-18,7072,8,5,FEMALE,25to34,-153,36.36363636363637
project_6,wi,GB,PRIMEOriginalSeries,2019-11-29,2020-02-21,11402,12,48,FEMALE,25to34,84,17.142857142857142
project_1,wi,GB,MysteryThriller,2020-05-10,2020-03-18,2753,0,20,MALE,18to24,-53,0.0
project_2,vc,ES,Comedy,2020-11-10,2020-10-23,7008,0,0,MALE,25to34,-18,0.0
project_1,vc,ES,BestOfMystery,2020-08-18,2020-03-18,8708,4,0,FEMALE,O55,-153,33.333333333333336
project_11,wi,FR,French,2020-08-21,2020-09-18,6034,0,0,FEMALE,18to24,28,0.0
project_5,vc,FR,FrenchCinemaTVSeries,2020-04-29,2020-04-15,9411,8,73,MALE,25to34,-14,7.547169811320755
project_6,vc,ES,SpiesSecretOperations,2020-03-09,2020-02-21,4140,2,4,FEMALE,18to24,-17,22.22222222222222
project_1,vc,DE,Motherhood,2020-07-07,2020-03-18,5421,0,3,MALE,18to24,-111,0.0
project_4,vc,DE,GermanCrimeDrama,2020-10-13,2020-09-25,1504,10,7,FEMALE,45to54,-18,43.47826086956522
project_6,wi,DE,BrutalWitty,2019-11-29,2020-02-21,1666,3,3,FEMALE,18to24,84,13.636363636363637
project_14,wi,AT,GermanComedy,2020-09-14,2020-12-04,4772,1,3,MALE,O55,81,20.0
project_1,vc,GB,DarkFemaleLedTV,2020-06-24,2020-03-18,5401,31,5,FEMALE,35to44,-98,28.181818181818183
project_6,wi,GB,Drama,2019-11-29,2020-02-21,653,1,4,FEMALE,25to34,84,12.5
project_2,wi,ES,USDocumentary,2020-10-09,2020-10-23,11915,16,15,MALE,18to24,14,44.44444444444444
project_5,vc,FR,PrimeVideoFans,2020-04-29,2020-04-15,7276,58,8,FEMALE,25to34,-14,55.23809523809524
project_1,vc,ES,Motherhood,2020-08-18,2020-03-18,9054,8,11,FEMALE,18to24,-153,28.571428571428573
project_2,vc,NO,Broad,2020-11-06,2020-10-23,2226,4,3,MALE,25to34,-14,50.0
project_2,vc,ES,USCulture,2020-11-10,2020-10-23,3955,0,0,MALE,18to24,-18,0.0
project_3,wi,NL,Dystopian,2020-08-14,2020-09-25,8797,1,50,FEMALE,18to24,42,1.1235955056179776
project_2,vc,IE,Broad,2020-11-06,2020-10-23,4234,0,0,MALE,45to54,-14,0.0
project_1,vc,DE,Feminism,2020-07-07,2020-03-18,11615,3,7,MALE,35to44,-111,15.789473684210526
project_3,wi,IT,DarkTV,2020-09-08,2020-09-25,4583,0,0,MALE,35to44,17,0.0
project_1,vc,DE,Motherhood,2020-07-07,2020-03-18,1363,0,0,MALE,45to54,-111,0.0
project_12,wi,FR,ToughGuys,2020-08-21,2020-09-15,4454,0,0,FEMALE,18to24,25,0.0
project_7,vc,FR,FrenchComedy,2020-07-12,2020-06-05,83730,49,223,MALE,35to44,-37,15.076923076923077
project_5,wi,FR,FrenchInfluencers,2020-04-10,2020-04-15,5839,3,58,MALE,45to54,5,3.7974683544303796
project_1,vc,GB,WomensFavouriteTV,2020-06-24,2020-03-18,5704,30,10,FEMALE,25to34,-98,41.666666666666664
project_3,wi,IT,SciFi,2020-09-08,2020-09-25,2899,0,0,MALE,35to44,17,0.0
project_5,vc,FR,FrenchInfluencers,2020-04-29,2020-04-15,17201,9,152,MALE,25to34,-14,4.6875
project_3,wi,DE,DarkTV,2020-09-08,2020-09-25,112,1,0,FEMALE,O55,17,50.0
project_5,vc,FR,ViewedPrimeVideoCampaigns,2020-04-29,2020-04-15,11624,14,119,MALE,18to24,-14,8.695652173913043
project_6,vc,GB,SpiesSecretOperations,2020-03-09,2020-02-21,3039,28,19,MALE,45to54,-17,35.0
project_4,vc,DE,PrimeVideoFans,2020-10-13,2020-09-25,1623,9,13,FEMALE,45to54,-18,17.647058823529413
project_9,vc,DE,FootballEntertainment,2020-06-23,2020-06-05,7606,41,97,FEMALE,18to24,-18,22.65193370165746
project_9,wi,DE,FootballEntertainment,2020-06-02,2020-06-05,5209,12,24,MALE,O55,3,32.432432432432435
project_14,wi,AT,GermanComedyStandUp,2020-09-14,2020-12-04,12444,0,0,FEMALE,45to54,81,0.0
project_4,wi,DE,GermanPostWarHistory,2020-07-15,2020-09-25,2139,8,11,FEMALE,25to34,72,25.806451612903224
project_14,wi,DE,Comedy,2020-09-14,2020-12-04,1863,6,18,FEMALE,45to54,81,17.142857142857142
project_6,wi,FR,PRIMEOriginalSeries,2019-11-29,2020-02-21,3750,11,13,MALE,45to54,84,27.5
project_3,wi,NL,Dystopian,2020-08-14,2020-09-25,10862,2,104,MALE,18to24,42,1.492537313432836
project_5,wi,FR,FrenchComedians,2020-04-10,2020-04-15,5386,31,14,FEMALE,25to34,5,47.69230769230769
project_5,wi,FR,FrenchComedians,2020-04-10,2020-04-15,6955,8,55,MALE,45to54,5,11.428571428571429
project_1,vc,ES,FemaleLedDramaMovies,2020-08-18,2020-03-18,14134,9,22,MALE,18to24,-153,25.0
project_1,vc,ES,PopularDrama,2020-08-18,2020-03-18,9909,11,0,FEMALE,45to54,-153,39.285714285714285
project_12,wi,FR,FootballEntertainment,2020-08-21,2020-09-15,3271,0,0,FEMALE,O55,25,0.0
project_11,wi,FR,FrenchCinema,2020-08-21,2020-09-18,6049,0,0,FEMALE,45to54,28,0.0
project_1,vc,DE,PopularDrama,2020-07-07,2020-03-18,16002,6,18,MALE,35to44,-111,12.76595744680851
project_2,vc,NO,Mixed_Segment_A,2020-11-06,2020-10-23,4055,5,0,MALE,25to34,-14,83.33333333333333
project_11,wi,FR,FrenchComedy,2020-08-21,2020-09-18,32366,0,0,FEMALE,18to24,28,0.0
project_3,wi,DE,ComicBookTV,2020-09-08,2020-09-25,1406,0,8,MALE,O55,17,0.0
project_2,vc,DK,Core,2020-11-06,2020-10-23,3622,0,0,FEMALE,25to34,-14,0.0
project_3,wi,IT,Dystopian,2020-09-08,2020-09-25,6573,0,0,MALE,25to34,17,0.0
project_6,vc,DE,VengeanceSelfJustice,2020-03-09,2020-02-21,2521,2,16,MALE,45to54,-17,7.6923076923076925
project_2,wi,ES,Comedy,2020-10-09,2020-10-23,9545,25,10,MALE,18to24,14,60.97560975609756
project_2,vc,SE,Core,2020-11-06,2020-10-23,3612,9,7,FEMALE,35to44,-14,47.36842105263158
project_2,vc,FI,Mixed_Segment_F,2020-11-06,2020-10-23,2541,1,8,MALE,O55,-14,9.090909090909092
project_8,vc,GB,TheCornettoTrilogy,2020-11-06,2020-10-30,1889,0,0,MALE,18to24,-7,0.0
project_7,vc,FR,RealityTVHits,2020-07-12,2020-06-05,90631,22,193,MALE,25to34,-37,8.627450980392156
project_4,vc,DE,GermanPostWarHistory,2020-10-13,2020-09-25,3379,6,9,FEMALE,45to54,-18,18.75
project_14,wi,AT,Control,2020-09-14,2020-12-04,10849,0,0,FEMALE,45to54,81,0.0
project_6,vc,DE,SpiesSecretOperations,2020-03-09,2020-02-21,1529,3,8,FEMALE,25to34,-17,10.344827586206897
project_3,wi,FR,SciFi,2020-09-08,2020-09-25,5277,0,0,MALE,25to34,17,0.0
project_3,wi,IT,PrimeVideoFans,2020-09-08,2020-09-25,2073,0,0,FEMALE,18to24,17,0.0
project_6,vc,FR,BrutalWitty,2020-03-09,2020-02-21,3498,12,18,MALE,45to54,-17,23.529411764705884
project_6,wi,GB,VengeanceSelfJustice,2019-11-29,2020-02-21,1714,5,4,FEMALE,45to54,84,45.45454545454545
project_2,wi,ES,USDocumentary,2020-10-09,2020-10-23,8431,32,12,FEMALE,35to44,14,68.08510638297872
project_6,wi,ES,Action,2019-11-30,2020-02-21,9155,3,5,MALE,25to34,83,33.333333333333336
project_3,wi,DE,PrimeVideoFans,2020-09-08,2020-09-25,1746,1,1,FEMALE,25to34,17,4.545454545454546
project_3,wi,FR,VisuallyArresting,2020-09-08,2020-09-25,3488,0,0,MALE,45to54,17,0.0
project_6,wi,DE,CastCrew,2019-11-29,2020-02-21,1385,10,2,FEMALE,45to54,84,47.61904761904762
project_6,wi,ES,SpiesSecretOperations,2019-11-30,2020-02-21,4523,8,2,FEMALE,45to54,83,72.72727272727273
project_8,vc,GB,Mixed_Segment_C,2020-11-06,2020-10-30,2837,0,0,FEMALE,25to34,-7,0.0
